web-scraper-order,web-scraper-start-url,name,review,review_content,time_published,owner_response,owner_response_time
"1583045372-642","https://www.google.com/maps/place/Cal'z+Pizza/@36.8288303,-76.1697097,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba95ca9c8d27f9:0xcea11ee40007265d!8m2!3d36.828826!4d-76.167521!9m1!1b1","allen bailey","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5867""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5866""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5865""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5864""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5863""></span>","Great","a year ago","null","null"
"1583045461-973","https://www.google.com/maps/place/Cal'z+Pizza+-+East+Little+Creek/@36.9181643,-76.2003157,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba914bb73fa53b:0x1301c924d4200997!8m2!3d36.91816!4d-76.198127!9m1!1b1","Joel Keefer","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1389""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1388""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1387""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1386""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1385""></span>","Owner happened to be working the day I stopped and he was super awesome.  Food was really good and prepared with care. Thank you Cal'z!","2 years ago","null","null"
"1583045254-85","https://www.google.com/maps/place/Cal'z+Pizza/@36.8547736,-76.1367094,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba95a8624cdb31:0x31448bd60ee441d3!8m2!3d36.8547693!4d-76.1345207!9m1!1b1","Audrey Earth Goddess","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4307""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4306""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4305""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4304""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4303""></span>","delicious","10 months ago","null","null"
"1583045461-1019","https://www.google.com/maps/place/Cal'z+Pizza+-+East+Little+Creek/@36.9181643,-76.2003157,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba914bb73fa53b:0x1301c924d4200997!8m2!3d36.91816!4d-76.198127!9m1!1b1","Chris Camp","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4692""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4691""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4690""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4689""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4688""></span>","Best local chain in Norfolk!","a year ago","Response from the owner","a year ago"
"1583045269-115","https://www.google.com/maps/place/Cal'z+Pizza/@36.7991889,-76.0106237,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89bac1e5c988ef27:0x759a112f1cae319b!8m2!3d36.7991846!4d-76.008435!9m1!1b1","Sandra Richards","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1599""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1598""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1597""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1596""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1595""></span>","I love Cal'z Pizza one of my favorites always fresh fast food","a year ago","null","null"
"1583045461-1010","https://www.google.com/maps/place/Cal'z+Pizza+-+East+Little+Creek/@36.9181643,-76.2003157,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba914bb73fa53b:0x1301c924d4200997!8m2!3d36.91816!4d-76.198127!9m1!1b1","Lacy Paige","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3998""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3997""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3996""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3995""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""3994""></span>","They have honey mustard wings 👌Pizza was good too!","a year ago","Response from the owner","a year ago"
"1583045349-542","https://www.google.com/maps/place/Cal'z+Pizza/@36.8024512,-76.0894311,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89babff66a22f545:0xd9ae9bde56bdfa53!8m2!3d36.8024469!4d-76.0872424!9m1!1b1","jesse bean","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11880""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11879""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11878""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11877""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""11876""></span>","","2 years ago","null","null"
"1583045434-778","https://www.google.com/maps/place/Cal'z+Pizza/@36.8892982,-76.2401211,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba97105a1b04ff:0x7d78aae300af2ddc!8m2!3d36.8892939!4d-76.2379324!9m1!1b1","Joe Otto","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1480""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1479""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1478""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1477""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1476""></span>","This place is always quick, has good prices/specials, and the food is good.","5 months ago","null","null"
"1583045312-348","https://www.google.com/maps/place/Cal'z+Pizza,+Subs,+%26+Wings/@36.9280001,-76.3204054,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba997fe35fa873:0x2f9cad30eab3df04!8m2!3d36.9279958!4d-76.3182167!9m1!1b1","Ben Herd","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3356""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3355""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3354""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3353""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3352""></span>","Everything is good. Never disappointed! Pizza is the best though","3 years ago","null","null"
"1583045349-433","https://www.google.com/maps/place/Cal'z+Pizza/@36.8024512,-76.0894311,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89babff66a22f545:0xd9ae9bde56bdfa53!8m2!3d36.8024469!4d-76.0872424!9m1!1b1","Marc Amidon","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4395""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4394""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4393""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4392""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4391""></span>","Great food 👍👍👍","11 months ago","null","null"
"1583045461-1015","https://www.google.com/maps/place/Cal'z+Pizza+-+East+Little+Creek/@36.9181643,-76.2003157,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba914bb73fa53b:0x1301c924d4200997!8m2!3d36.91816!4d-76.198127!9m1!1b1","Daniel Toxey","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3743""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3742""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3741""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3740""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3739""></span>","Great place highly suggest. Food is phenomenal","2 years ago","Response from the owner","2 years ago"
"1583045434-871","https://www.google.com/maps/place/Cal'z+Pizza/@36.8892982,-76.2401211,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba97105a1b04ff:0x7d78aae300af2ddc!8m2!3d36.8892939!4d-76.2379324!9m1!1b1","Marsha Speight","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6933""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""6932""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""6931""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""6930""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""6929""></span>","I order a two subs online yesterday and when I got my club sub it only had bacon on it. So I called Cal'z and told them about my sub they had somewhat of attitude about the situation but they sent out another one and I have them back the …","2 years ago","null","null"
"1583045434-769","https://www.google.com/maps/place/Cal'z+Pizza/@36.8892982,-76.2401211,17z/data=!3m1!4b1!4m10!1m2!2m1!1scalz+pizza!3m6!1s0x89ba97105a1b04ff:0x7d78aae300af2ddc!8m2!3d36.8892939!4d-76.2379324!9m1!1b1","kenshera speller","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""910""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""909""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""908""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""907""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""906""></span>","I Absolutely love this location been ordering from here for years . But I would not suggest going there now they have a lot of young kids working there that do not know what they are doing ' Their customer service is absolutely horrible .. …","a month ago","null","null"
